disp_i,disp_j,disp_k,ids,pressure,temperature,X,Y,Z
-0.0017318,-0.088627,-1.4414,3.76E+05,1.55E+07,424.1,5,265,5
-0.0017318,-0.088627,-1.4414,3.76E+05,1.55E+07,424.1,15,265,5
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,25,265,5
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,35,265,5
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,45,265,5
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,55,265,5
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,65,265,5
-0.0056096,-0.081486,-1.4203,3.01E+05,1.58E+07,426.42,75,265,5
-0.0056096,-0.081486,-1.4203,3.01E+05,1.58E+07,426.42,85,265,5
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,95,265,5
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,105,265,5
-0.0070085,-0.078608,-1.4216,3.41E+05,1.57E+07,425.87,115,265,5
-0.0070085,-0.078608,-1.4216,3.41E+05,1.57E+07,425.87,125,265,5
-0.0070085,-0.078608,-1.4216,3.41E+05,1.57E+07,425.87,135,265,5
-0.0070085,-0.078608,-1.4216,3.41E+05,1.57E+07,425.87,145,265,5
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,155,265,5
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,165,265,5
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,175,265,5
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,185,265,5
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,195,265,5
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,205,265,5
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,215,265,5
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,225,265,5
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,235,265,5
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,245,265,5
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,255,265,5
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,265,265,5
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,275,265,5
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,285,265,5
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,295,265,5
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,305,265,5
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,315,265,5
-0.0098335,-0.087341,-1.3812,1.89E+05,1.58E+07,427.04,325,265,5
-0.0098335,-0.087341,-1.3812,1.89E+05,1.58E+07,427.04,335,265,5
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,345,265,5
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,355,265,5
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,365,265,5
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,375,265,5
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,385,265,5
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,395,265,5
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,405,265,5
-0.010334,-0.086497,-1.3862,43947,1.58E+07,427.51,415,265,5
-0.010334,-0.086497,-1.3862,43947,1.58E+07,427.51,425,265,5
-0.01036,-0.087385,-1.399,86248,1.55E+07,425.07,435,265,5
-0.01036,-0.087385,-1.399,86248,1.55E+07,425.07,445,265,5
-0.01036,-0.087385,-1.399,86248,1.55E+07,425.07,455,265,5
-0.01036,-0.087385,-1.399,86248,1.55E+07,425.07,465,265,5
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,475,265,5
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,485,265,5
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,495,265,5
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,505,265,5
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,515,265,5
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,525,265,5
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,535,265,5
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,545,265,5
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,555,265,5
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,565,265,5
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,575,265,5
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,585,265,5
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,595,265,5
-0.0017318,-0.088627,-1.4414,3.76E+05,1.55E+07,424.1,5,265,15
-0.0017318,-0.088627,-1.4414,3.76E+05,1.55E+07,424.1,15,265,15
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,25,265,15
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,35,265,15
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,45,265,15
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,55,265,15
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,65,265,15
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,75,265,15
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,85,265,15
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,95,265,15
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,105,265,15
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,115,265,15
-0.0070085,-0.078608,-1.4216,3.41E+05,1.57E+07,425.87,125,265,15
-0.0070085,-0.078608,-1.4216,3.41E+05,1.57E+07,425.87,135,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,145,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,155,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,165,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,175,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,185,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,195,265,15
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,205,265,15
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,215,265,15
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,225,265,15
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,235,265,15
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,245,265,15
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,255,265,15
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,265,265,15
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,275,265,15
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,285,265,15
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,295,265,15
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,305,265,15
-0.0099266,-0.074636,-1.4087,3.79E+05,1.55E+07,424.62,315,265,15
-0.0099266,-0.074636,-1.4087,3.79E+05,1.55E+07,424.62,325,265,15
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,335,265,15
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,345,265,15
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,355,265,15
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,365,265,15
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,375,265,15
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,385,265,15
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,395,265,15
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,405,265,15
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,415,265,15
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,425,265,15
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,435,265,15
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,445,265,15
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,455,265,15
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,465,265,15
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,475,265,15
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,485,265,15
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,495,265,15
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,505,265,15
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,515,265,15
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,525,265,15
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,535,265,15
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,545,265,15
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,555,265,15
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,565,265,15
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,575,265,15
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,585,265,15
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,595,265,15
-0.0017318,-0.088627,-1.4414,3.76E+05,1.55E+07,424.1,5,265,25
-0.0017318,-0.088627,-1.4414,3.76E+05,1.55E+07,424.1,15,265,25
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,25,265,25
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,35,265,25
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,45,265,25
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,55,265,25
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,65,265,25
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,75,265,25
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,85,265,25
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,95,265,25
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,105,265,25
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,115,265,25
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,125,265,25
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,135,265,25
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,145,265,25
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,155,265,25
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,165,265,25
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,175,265,25
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,185,265,25
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,195,265,25
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,205,265,25
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,215,265,25
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,225,265,25
-0.0090829,-0.081784,-1.411,3.09E+05,1.56E+07,425.6,235,265,25
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,245,265,25
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,255,265,25
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,265,265,25
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,275,265,25
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,285,265,25
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,295,265,25
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,305,265,25
-0.0099266,-0.074636,-1.4087,3.79E+05,1.55E+07,424.62,315,265,25
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,325,265,25
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,335,265,25
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,345,265,25
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,355,265,25
-0.009928,-0.079787,-1.3916,2.20E+05,1.56E+07,425.57,365,265,25
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,375,265,25
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,385,265,25
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,395,265,25
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,405,265,25
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,415,265,25
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,425,265,25
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,435,265,25
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,445,265,25
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,455,265,25
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,465,265,25
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,475,265,25
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,485,265,25
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,495,265,25
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,505,265,25
-0.010666,-0.085046,-1.4028,84742,1.56E+07,425.31,515,265,25
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,525,265,25
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,535,265,25
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,545,265,25
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,555,265,25
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,565,265,25
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,575,265,25
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,585,265,25
-0.011166,-0.080178,-1.4082,1.52E+05,1.56E+07,425.96,595,265,25
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,5,265,35
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,15,265,35
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,25,265,35
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,35,265,35
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,45,265,35
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,55,265,35
-0.0039039,-0.081272,-1.4422,3.94E+05,1.55E+07,423.96,65,265,35
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,75,265,35
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,85,265,35
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,95,265,35
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,105,265,35
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,115,265,35
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,125,265,35
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,135,265,35
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,145,265,35
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,155,265,35
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,165,265,35
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,175,265,35
-0.0081301,-0.085557,-1.4252,3.09E+05,1.55E+07,424.63,185,265,35
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,195,265,35
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,205,265,35
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,215,265,35
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,225,265,35
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,235,265,35
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,245,265,35
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,255,265,35
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,265,265,35
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,275,265,35
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,285,265,35
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,295,265,35
-0.0096001,-0.083368,-1.4071,2.33E+05,1.56E+07,425.16,305,265,35
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,315,265,35
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,325,265,35
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,335,265,35
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,345,265,35
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,355,265,35
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,365,265,35
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,375,265,35
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,385,265,35
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,395,265,35
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,405,265,35
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,415,265,35
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,425,265,35
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,435,265,35
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,445,265,35
-0.010367,-0.076062,-1.4069,1.48E+05,1.54E+07,424.09,455,265,35
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,465,265,35
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,475,265,35
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,485,265,35
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,495,265,35
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,505,265,35
-0.010434,-0.076064,-1.423,1.35E+05,1.51E+07,421.46,515,265,35
-0.010434,-0.076064,-1.423,1.35E+05,1.51E+07,421.46,525,265,35
-0.010888,-0.07598,-1.4096,37903,1.55E+07,425.08,535,265,35
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,545,265,35
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,555,265,35
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,565,265,35
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,575,265,35
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,585,265,35
-0.011005,-0.087227,-1.4179,18563,1.53E+07,423.68,595,265,35
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,5,265,45
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,15,265,45
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,25,265,45
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,35,265,45
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,45,265,45
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,55,265,45
-0.0041562,-0.091722,-1.4565,4.01E+05,1.52E+07,421.72,65,265,45
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,75,265,45
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,85,265,45
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,95,265,45
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,105,265,45
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,115,265,45
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,125,265,45
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,135,265,45
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,145,265,45
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,155,265,45
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,165,265,45
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,175,265,45
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,185,265,45
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,195,265,45
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,205,265,45
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,215,265,45
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,225,265,45
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,235,265,45
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,245,265,45
-0.0092083,-0.089884,-1.4288,2.40E+05,1.53E+07,423.13,255,265,45
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,265,265,45
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,275,265,45
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,285,265,45
-0.010087,-0.077174,-1.4422,2.90E+05,1.50E+07,420.79,295,265,45
-0.010087,-0.077174,-1.4422,2.90E+05,1.50E+07,420.79,305,265,45
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,315,265,45
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,325,265,45
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,335,265,45
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,345,265,45
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,355,265,45
-0.010283,-0.083098,-1.4188,3.08E+05,1.53E+07,422.67,365,265,45
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,375,265,45
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,385,265,45
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,395,265,45
-0.0098636,-0.081991,-1.4009,1.48E+05,1.54E+07,423.82,405,265,45
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,415,265,45
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,425,265,45
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,435,265,45
-0.0099805,-0.084059,-1.4092,2.18E+05,1.52E+07,422.31,445,265,45
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,455,265,45
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,465,265,45
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,475,265,45
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,485,265,45
-0.010377,-0.081971,-1.4133,2.18E+05,1.52E+07,422.67,495,265,45
-0.010434,-0.076064,-1.423,1.35E+05,1.51E+07,421.46,505,265,45
-0.010434,-0.076064,-1.423,1.35E+05,1.51E+07,421.46,515,265,45
-0.010434,-0.076064,-1.423,1.35E+05,1.51E+07,421.46,525,265,45
-0.010434,-0.076064,-1.423,1.35E+05,1.51E+07,421.46,535,265,45
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,545,265,45
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,555,265,45
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,565,265,45
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,575,265,45
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,585,265,45
-0.010802,-0.077554,-1.4225,20535,1.52E+07,422.45,595,265,45
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,5,265,55
-0.0021407,-0.079629,-1.4587,2.79E+05,1.52E+07,422.05,15,265,55
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,25,265,55
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,35,265,55
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,45,265,55
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,55,265,55
-0.0038307,-0.081498,-1.468,3.94E+05,1.51E+07,420.55,65,265,55
-0.0041562,-0.091722,-1.4565,4.01E+05,1.52E+07,421.72,75,265,55
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,85,265,55
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,95,265,55
-0.0057736,-0.085843,-1.4415,3.97E+05,1.54E+07,423.53,105,265,55
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,115,265,55
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,125,265,55
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,135,265,55
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,145,265,55
-0.0071401,-0.084535,-1.4557,2.85E+05,1.51E+07,421.25,155,265,55
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,165,265,55
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,175,265,55
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,185,265,55
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,195,265,55
-0.0083396,-0.082529,-1.4533,3.39E+05,1.51E+07,421.05,205,265,55
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,215,265,55
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,225,265,55
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,235,265,55
-0.0092578,-0.077831,-1.4482,2.33E+05,1.51E+07,421.15,245,265,55
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,255,265,55
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,265,265,55
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,275,265,55
-0.0098248,-0.08735,-1.443,2.33E+05,1.51E+07,420.88,285,265,55
-0.010087,-0.077174,-1.4422,2.90E+05,1.50E+07,420.79,295,265,55
-0.010087,-0.077174,-1.4422,2.90E+05,1.50E+07,420.79,305,265,55
-0.010087,-0.077174,-1.4422,2.90E+05,1.50E+07,420.79,315,265,55
